qid,label,description
Q42252805,Phase II and pharmacokinetic study of high-dose methotrexate in the treatment of advanced gynecologic malignancy. A Southwest Oncology Group Trial.,
Q41168363,Comparison of methotrexate polyglutamylation in L1210 leukemia cells when influx is mediated by the reduced folate carrier or the folate receptor. Lack of evidence for influx route-specific effects.,
Q43486896,High-dose methotrexate in the mobilization of hematopoietic stem cells for patients with non-Hodgkin's lymphoma: a twelve-year study in a single center.,
Q48264610,Local and systemic effects of low-dose transtympanic methotrexate: in vivo animal study.,
Q54497654,[Comparison of RePUVA and aromatic retinoid Ro 10-9359 with methotrexate in severe forms of psoriasis],
Q50147942,Therapeutic drug monitoring of methotrexate on the pediatric oncology ward: can blood sampling from central venous accesses substitute for capillary finger punctures?,
Q92771228,The relationship of the immune response mediator genes polymorphic variants with the methotrexate efficacy in juvenile idiopathic arthritis,
Q45999793,[Increasing the radioprotective therapeutic efficacy of typhoid vaccine using sexta-anatoxin in combination with the antimetabolite methotrexate],
Q46720034,Erratum to: Between-course targeting of methotrexate exposure using pharmacokinetically guided dosage adjustments.,
Q97553255,"Metabolic syndrome and female gender, but not methotrexate, are the important associations of significant liver fibrosis in patients with moderate-to-severe psoriasis as detected by transient elastography",
Q41613422,Different effects of vincristine on methotrexate uptake by L1210 cells and mouse intestinal epithelia in vitro and in vivo.,
Q41198616,Oral methotrexate in the treatment of rheumatoid arthritis: allergic agranulocytosis?,
Q41003918,Phase II study of high-dose methotrexate in patients with advanced malignant melanoma.,
Q44446287,Intermediate dose methotrexate (IDM) in childhood acute lymphocytic leukemia (ALL).,
Q53185332,Head to head evaluation of the analytical performance of two commercial methotrexate immunoassays and comparison with liquid chromatography-mass spectrometry and the former fluorescence polarization immunoassay.,
Q39763633,[A patient with Reiter's disease: positive experiences with methotrexate therapy],
Q44531307,"[Efficacy and safety of treatment with methotrexate, leflunomide, detralex, and their combination of patients with rheumatoid arthritis].",
Q42484363,Effects of naproxen and sulphasalazine or methotrexate on hypothalamic-pituitary-adrenal axis activity in patients with rheumatoid arthritis.,
Q41605970,Defective transport as a mechanism of acquired resistance to methotrexate in patients with acute lymphocytic leukemia.,
Q90457331,"Clinical, Ultrasound, and Predictability Outcomes Following Certolizumab Pegol Treatment (with Methotrexate) in Patients with Moderate-to-Severe Rheumatoid Arthritis: 52-Week Results from the CZP-SPEED Study",
Q98468299,Thiopurines vs methotrexate: Comparing tolerability and discontinuation rates in the treatment of inflammatory bowel disease,
Q71998705,"Doxorubicin followed by cyclophosphamide, methotrexate, and fluorouracil for breast cancer",
Q54107268,[Cost of medical treatment with methotrexate for ectopic pregnancy. Study comparing medical treatment versus laparoscopy. Experience of Aziza Othmana Hospital].,
Q45105451,Protein binding of methotrexate to human albumin and serum. A first derivative spectroscopic analysis.,
Q87295177,The effect of methotrexate on the bone healing of mandibular condylar process fracture: an experimental study in rats,
Q39984434,European experience with methotrexate treatment in Crohn's disease: a multicenter retrospective analysis.,
Q40703407,Vincristine effect on methotrexate cerebrospinal fluid concentration.,
Q82529342,"[An open-label, multicentric clinical trial to evaluate the efficacy and impact on bone metabolism of recombinant human tumor necrosis factor-α receptor II IgG Fc fusion protein with methotrexate in active rheumatoid arthritis: 24-week clinical and",
Q93882385,Combined methotrexate and misoprostol for early induced abortion,
Q54600923,[The influence of IL-6 polymorphism on efficacy of treatment of rheumatoid arthritis patients with methotrexate and prednisone].,
Q51164056,"Avm (adriamycin, vinblastine, methotrexate) neoadjuvant chemotherapy in advanced or inflammatory carcinoma of the breast.",
Q85063919,Oral tuberculosis in a patient with rheumatoid arthritis after long treatment with methotrexate and adalimumab,
Q43468942,"Secondary acute myelocytic leukemia after adjuvant therapy for early-stage breast carcinoma. A new complication of cyclophosphamide, methotrexate, and 5-fluorouracil therapy.",
Q48162767,Evaluation of Tubal Pregnancy After Treatment With Methotrexate by Ultrasound Elastography.,
Q80267451,Bioassay for detection of methotrexate in serum,
Q40924019,Fatal pulmonary fibrosis complicating low dose methotrexate therapy for rheumatoid arthritis.,
Q47633879,Lack of interaction between flucloxacillin and methotrexate in patients with rheumatoid arthritis.,
Q48011110,Methotrexate pharmacogenetics in Uruguayan adults with hematological malignant diseases.,
Q39200787,Effects of novobiocin and methotrexate on the benthic amphipod Ampelisca brevicornis exposed to spiked sediments.,
Q47150407,Pneumocystis jirovecii pneumonia induced by low-dose methotrexate in a patient with chronic urticaria.,
Q91735536,Cetuximab and methotrexate in recurrent or metastatic head and neck squamous cell carcinoma-A single institution analysis of 54 patients,
Q44076301,[Hallopeau's continuous suppurative acrodermatitis. Treatment with methotrexate],
Q41588677,Increased activity of gamma-glutamyl hydrolase in human sarcoma cell lines: a novel mechanism of intrinsic resistance to methotrexate (MTX).,
Q40692706,Adjuvant methotrexate and leucovorin in head and neck squamous cancer. Two-year follow-up of a pilot project.,
Q84598085,Retropharyngeal abscess from an unusual organism-Kingella denitrificans-in a patient on low-dose methotrexate,
Q84697094,Laparoscopic salpingocentesis using methotrexate in combination with oral mifepristone for successful treatment of interstitial pregnancy: a case report,
Q47695223,A targeted nanocarrier based on polyspermine for the effective delivery of methotrexate in nasopharyngeal carcinoma.,
Q40204915,Life-threatening pneumonitis complicating low-dose methotrexate treatment for juvenile idiopathic arthritis in a child.,
Q83216779,[Methotrexate therapy for rheumatism and collagen diseases],
Q44086033,Methotrexate induced seizures associated with acute reversible magnetic resonance imaging (MRI) changes in a patient with acute lymphoblastic leukemia.,
Q87242828,Drug therapy. Methotrexate normalizes folate pathway genes in RA,
Q93092594,"[Pembrolizumab is more effective and better tolerable than methotrexate, docetaxel, or cetuximab in recurrent or metastatic HNSCC (KEYNOTE-040)]",
Q85893830,Methotrexate ultraviolet reactivation reaction in the setting of voriconazole-induced phototoxicity,
Q51716017,Dry Olive Leaf Extract in Combination with Methotrexate Reduces Cell Damage in Early Rheumatoid Arthritis Patients-A Pilot Study.,
Q92103633,Membrane-Spanning Protein Genetic Polymorphisms Related to Methotrexate Therapeutic Outcomes in a Chinese Rheumatoid Arthritis Population,
Q84587008,Potential transmission of the cytogenetic toxic effects of methotrexate in the male germline cells of Swiss mice,
Q45253603,The effect of tubal injection of methotrexate on fertility in the rabbit.,
Q53606695,Noncardiogenic pulmonary edema in low-dose oral methotrexate therapy.,
Q91257216,Carbomer gel bearing methotrexate loaded lipid nanocontainers shows improved topical delivery intended for effective management of psoriasis,
Q43728319,Protective effect of a synthetic analog of prostaglandin E(1) on the small intestinal damage induced by the administration of methotrexate to rats.,
Q44545381,Potential anticancer agents. 17. Analogues of methotrexate with a tripeptide side chain.,
Q42261206,"Efficacy of pegaspargase, etoposide, methotrexate and dexamethasone in newly diagnosed advanced-stage extra-nodal natural killer/T-cell lymphoma with the analysis of the prognosis of whole blood EBV-DNA.",
Q40565520,"Etoposide, doxorubicin and cisplatin alternating with 5-fluorouracil, doxorubicin and high-dose methotrexate in patients with advanced adenocarcinoma of the stomach or the gastroesophageal junction.",
Q40061950,The Temporal Relationship between Arterial Stiffening and Blood Pressure Is Modified by Methotrexate Treatment in Patients with Rheumatoid Arthritis.,
Q44301717,High-dose 5-fluorouracil plus low dose methotrexate plus or minus low-dose PALA in advanced colorectal cancer: a randomised phase II-III trial of the EORTC Gastrointestinal Group.,
Q40059819,Collateral sensitivity between methylene dimethane sulfonate and halogenated methotrexate derivatives in the Yoshida sarcoma in vivo and in vitro.,
Q53433308,Development and validation of a rapid reverse-phase HPLC method for the determination of methotrexate from nanostructured liquid crystalline systems.,
Q41009156,High-dose methotrexate for the remission induction of refractory adult acute lymphocytic leukemia.,
Q53367541,Efficacy of concurrent administration of cilostazol and methotrexate in rheumatoid arthritis: pharmacologic and clinical significance.,
Q72663885,[Preliminary results of a chemotherapy study of patients with squamous cell carcinoma in the head and neck region. Comparison of 2 therapeutic regimens: cis-diamminodichloroplatinum (II) and bleomycin compared to methotrexate and vindesine],
Q89112558,"High and individually variable enzymatic activity precludes accurate determination of pemetrexed, methotrexate and their polyglutamate metabolite concentrations in plasma",
Q45047446,Differential modulation of human chorionic gonadotropin production by methotrexate in normal and malignant placental cultures and its increase by dibutyryl cyclic adenosine monophosphate and/or actinomycin D in normal cultures.,
Q42280812,The value of a baseline liver biopsy prior to methotrexate treatment.,
Q97526369,Pancytopenia as a Complication of Low-Dose Methotrexate in a Septuagenarian: A Rare Presentation,
Q104752196,Cytotoxicity of Methotrexate Conjugated to Glycerol Phosphate Modified Superparamagnetic Iron Oxide Nanoparticles,
Q88493466,Associations between the C677T and A1298C polymorphisms of MTHFR and the toxicity of methotrexate in childhood malignancies: a meta-analysis,
Q67431706,Letter: Methotrexate in cerebrospinal fluid,
Q57896585,Further insight into the markers of methotrexate resistance in childhood acute lymphoblastic leukemia patients,
Q77941309,Methotrexate: An Effective Agent for Treating Cancer and Building Careers. The Polyglutamate Era,
Q41937556,Encapsulation of methotrexate and cyclophosphamide in interpolymer complexes formed between poly acrylic acid and poly ethylene glycol on multi-walled carbon nanotubes as drug delivery systems.,
Q40674972,Treatment of solid Gardner lymphosarcoma with methotrexate sorbed on 2-hydroxyethylmethacrylate polymer in combination with leukovorin.,
Q54376150,"Pulmonary function of haplotype-matched and mismatched allografts in dogs treated with total-body irradiation, autologous marrow transplantation, methotrexate, and donor blood.",
Q66830737,[Treatment of psoriasis with methotrexate],
Q52651260,Sustained release of methotrexate through liquid-crystalline folate nanoparticles.,
Q55417294,Sirukumab in rheumatoid arthritis refractory to sulfasalazine or methotrexate: a randomized phase 3 safety and efficacy study in Japanese patients.,
Q82460432,Factors associated with radiographic progression in patients with rheumatoid arthritis who were treated with methotrexate,
Q48385627,"Pharmacokinetics of nimustine, methotrexate, and cytosine arabinoside during cerebrospinal fluid perfusion chemotherapy in patients with disseminated brain tumors.",
Q27685492,Structural insights into the hydrolysis and polymorphism of methotrexate polyglutamate by zebrafish γ-glutamyl hydrolase,
Q64992679,Treatment of unruptured cornual pregnancies by local injections of methotrexate or potassium chloride under transvaginal ultrasonographic guidance.,
Q40054660,The interaction between methotrexate and probenecid in man [proceedings],
Q88434568,The Role of β hCG Increment in the 48 Hours Prior to Methotrexate Treatment as a Predictor for Treatment Success,
Q44766571,The effect of the steroid-sparing response to low-dose methotrexate on bone metabolism in glucocorticoid-dependent asthmatics.,
Q43772038,Severe oral ulceration in a patient taking low-dose methotrexate for rheumatoid arthritis.,
Q84881857,"Rituximab-hyperfractionated cyclophosphamide, vincristine, adriamycin and dexamethasone alternating with high-dose cytarabine and methotrexate for aggressive non-Hodgkin lymphoma",
Q39651892,Methotrexate and rheumatoid arthritis.,
Q51210607,Brain tumor chemotherapy with methotrexate given intrathecally. A new technique.,
Q43540263,Methotrexate accumulates to similar levels in animals transplanted with normal versus drug-resistant transgenic marrow.,
Q40591175,"Advanced bladder cancer: the need to identify new agents in the post-M-VAC (methotrexate, vinblastine, doxorubicin and cisplatin) world.",
Q45187920,"[Treatment of psoriasis by antimetabolites, especially methotrexate]",
Q44553113,[Considerations on the use of methotrexate in cancers of the pharyngo-bucco-laryngeal passages],
Q54040611,Successful treatment of angioimmunoblastic lymphadenopathy with dysproteinemia-type T-cell lymphoma by combined methotrexate and prednisone.,
Q38855568,Association Between Combined Presence of Hepatitis C Virus and Polymorphisms in Different Genes With Toxicities of Methotrexate and 6-Mercaptopurine in Children With Acute Lymphoblastic Leukemia.,
Q40298171,"Investigating methotrexate toxicity within a randomized double-blinded, placebo-controlled trial: Rationale and design of the Cardiovascular Inflammation Reduction Trial-Adverse Events (CIRT-AE) Study.",
Q50892762,[The efficacy of combination therapy with prednisolone (PSL) and methotrexate (MTX) on radiographic progression in patients with rheumatoid arthritis (RA)],
Q44203557,"A dexamethasone, vinblastine, cyclophosphamide, etoposide, methotrexate and bleomycin (D-VICEMB) protocol as first-line treatment of patients aged 70 years or older affected by intermediate/high grade non-Hodgkin's lymphoma.",
Q41648610,Collateral sensitivity to azidothymidine in methotrexate resistant human leukemia cells.,
Q87668006,A painful inflammatory lesion on the dorsum of the hand of a patient with rheumatoid arthritis treated with methotrexate,
Q99240931,Impact of tumor necrosis factor inhibitors and methotrexate on diabetes mellitus among patients with inflammatory arthritis,
Q52891502,External quality assessment of Syva Emit and Abbott TDx II assays for methotrexate in serum.,
Q102063396,Relationship between Depression and Disease Activity in United States Veterans with Early Rheumatoid Arthritis Receiving Methotrexate,
Q53851420,"The effect of methotrexate (MTX) on the small intestine of the mouse. IV. The Golgi apparatus, phosphatases and esterases.",
Q53349316,Successful treatment of gestational trophoblastic neoplasia in the uterine cornus with laparoscopic cornuostomy and postoperative methotrexate injection.,
Q40600307,Methotrexate induces interleukin-8 production by human bronchial and alveolar epithelial cells.,
Q48135943,"Association of ABCB1, ABCC5 and xanthine oxidase genetic polymorphisms with methotrexate adverse reactions in Mexican pediatric patients with ALL.",
Q83371695,Incorporation of methotrexate in calcium phosphate cement: behavior and release in vitro and in vivo,
Q43495389,"Effects of methotrexate, sulphasalazine and aurothiomalate on polymorphonuclear leucocytes in rheumatoid arthritis.",
Q50053264,MMP-8 and TIMP-1 are associated to periodontal inflammation in patients with rheumatoid arthritis under methotrexate immunosuppression - First results of a cross-sectional study.,
Q46253522,Differential influences of bucillamine and methotrexate on the generation of fibroblast-like cells from bone marrow CD34+ cells of rheumatoid arthritis patients.,
Q95851171,JAK Inhibition with Methotrexate as Treatment for COVID-19 Is a Double-Edged Sword,
Q46571735,[A case of head and neck squamous cell carcinoma suffering from acute renal failure after methotrexate administrator].,
Q52221646,Efficacy of methotrexate in the treatment of nonruptured ectopic pregnancy. A six year experience at Polish Mother's Memorial Institute.,
Q51074793,Pegylated and amphiphilic Chitosan coated manganese ferrite nanoparticles for pH-sensitive delivery of methotrexate: Synthesis and characterization.,
Q84384058,Evaluation of the concomitant use of methotrexate and curcumin on Freund's complete adjuvant-induced arthritis and hematological indices in rats,
Q40736160,"[Massive dose methotrexate with citrovorum factor rescue: MTX-pharmacokinetics, excretion pattern, and techniques for safety administration (author's transl)].",
Q50244532,Methotrexate induces high level of apoptosis in canine lymphoma/leukemia cell lines.,
Q44654740,"[Combination chemotherapy with methotrexate, vincristine, cisplatinum, cyclophosphamide, adriamycin, and bleomycin (MVP-CAB) for metastatic urothelial cancer].",
Q43570321,"Sequential methotrexate, 5-fluorouracil, and leucovorin in metastatic measurable colorectal cancer. Does it work?",
Q42237601,Methotrexate and hepatic disease.,
Q45999714,Methotrexate with or without misoprostol to terminate pregnancies with no gestational sac visible by ultrasound.,
Q41208644,Divergent effects of methotrexate on the clonal growth of T and B lymphocytes and synovial adherent cells from patients with rheumatoid arthritis,
Q43503938,[Methotrexate pneumonitis arising during the treatment of non-Hodgkin's lymphomas with the m-BACOD protocol].,
Q48282157,Mood changes with methotrexate therapy for dermatologic disease.,
Q48632317,"Combination chemotherapy with 1-(2-chloroethyl-3-cyclohexyl-1-nitrosourea) (CCNU), vincristine and methotrexate in primary and metastatic brain tumors--a preliminary report.",
Q40895967,Methotrexate pneumonitis in a psoriatic.,
Q55462436,Short-chain methotrexate polyglutamate MTXPG2 as outcome parameter in rheumatoid arthritis.,
Q89710525,Calibrating from Within: Multipoint Internal Calibration of a Quantitative Mass Spectrometric Assay of Serum Methotrexate,
Q43682297,[Studies on the mechanism of action of methotrexate on blast cells in acute leukemia],
Q84078906,[Adaptation of methotrexate determination in serum with Unicel DxC600(®)],
Q104798187,Methotrexate attenuates vascular inflammation through an adenosine-microRNA dependent pathway,
Q46967641,Methotrexate and immunity.,
Q71080270,[A case of an antalgic-induced (Phenacetin + Acetanilid) sulf and methemoglobinemia in a woman receiving an antimetabolite (Methotrexate) (author's transl)],
Q89379650,Methotrexate Is Not Superior to Placebo in Maintaining Steroid-Free Response or Remission in Ulcerative Colitis,
Q52933470,Real-world experiences of folic acid supplementation (5 versus 30 mg/week) with methotrexate in rheumatoid arthritis patients: a comparison study.,
Q35026008,Use of methotrexate in recalcitrant eczema,
Q51725806,Letter: oral low-dose methotrexate for collagenous colitis.,
Q39972172,Methotrexate in dermatology.,
Q40921250,Discrimination among reduced folates and methotrexate as transport substrates by a phenylalanine substitution for serine within the predicted eighth transmembrane domain of the reduced folate carrier.,
Q101238585,Xanthones from securidaca inappendiculata antagonized the anti-rheumatic effects of methotrexate in vivo by promoting its secretion into urine,
Q77647473,Inflammatory myopathy with cytochrome oxidase negative muscle fibers: methotrexate treatment,
Q43965499,Delayed reactivation of sunburn by methotrexate: sparing of chronically sun-exposed skin.,
Q54397075,Collateral methotrexate resistance in cultured human head and neck carcinoma cells selected for resistance to cis-diamminedichloroplatinum(II).,
Q40203190,Response to: 'HLA-A* 31:01 is not associated with the development of methotrexate pneumonitis in the UK population: results from a genome wide association study' by Bluett et al.,
Q54015209,"A possible role for methotrexate in the treatment of childhood acute myeloid leukaemia, in particular for acute monocytic leukaemia.",
Q74177729,"[A case of advanced gastric cancer with multiple bone metastasis successfully treated by both methotrexate and 5-fluorouracil sequential therapy, and endoscopic intratumoral injection of 5-fluorouracil]",
Q69391937,Methotrexate in rheumatoid arthritis,
Q81135358,Methotrexate in systemic lupus erythematosus,
Q78408108,[RESULTS OBTAINED WITH THE COMBINATION OF  RADIOTHERAPY AND METHOTREXATE IN THE TREATMENT OF ORL CANCER.],
Q92295161,Safety and effectiveness of upadacitinib or adalimumab plus methotrexate in patients with rheumatoid arthritis over 48 weeks with switch to alternate therapy in patients with insufficient response,
Q48088797,Transverse myelitis following methotrexate treatment of ectopic pregnancy: a case report.,
Q45123495,[Managing methotrexate toxicity: a case report].,
Q52497791,"Acute toxicity of five insect chemosterilants, hemel, hempa, tepa, metepa, and methotrexate, for cockerels.",
Q40716743,GM-CSF in the treatment of a patient with severe methotrexate intoxication.,
Q53982055,Successful management of a second trimester cesarean scar pregnancy using local methotrexate injection.,
Q40581088,Methotrexate differentially affects growth of suspension and adherent cells.,
Q96169896,Locally Controlled Release of Methotrexate and Alendronate by Thermo-Sensitive Hydrogels for Synergistic Inhibition of Osteosarcoma Progression,
Q48185805,Severe encephalopathy caused by intraparenchymal methotrexate instillation due to the design of the catheter.,
Q42226660,A false occult hepatitis B virus infection developed in a patient with psoriatic arthritis under infliximab and methotrexate therapy.,
Q92246552,Methotrexate pharmacokinetic is influenced by co-administration of cyclosporin in rheumatoid arthritis patients. Results from a randomized clinical trial,
Q64980517,Methotrexate and misoprostol to terminate early pregnancy.,
Q42710528,Aspirin antagonizes the cytotoxic effect of methotrexate in lung cancer cells.,
Q45775325,Acute cerebral oedema induced by methotrexate: Authors' reply.,
Q100766063,Is methotrexate effective and safe in patients with psoriatic arthritis? A Cochrane Review summary with commentary,
Q69478685,31P NMR study of the impact of dietary manipulation on tumor metabolism and response to methotrexate,
Q46428353,Gastric phenotype signet-ring cell carcinoma of the stomach with multiple bone metastases effectively treated with sequential methotrexate and 5-fluorouracil.,
Q48795224,Cyclophosphamide and methotrexate in Susac's Syndrome: a successful sequential therapy in a case with involvement of the cerebellum.,
Q33459336,"Chemotherapy protocol for metastasizing colorectal carcinoma. Methotrexate, 5-fluorouracil and cytarabine",
Q48913173,Acute leukoencephalopathy due to pyrimethamine. An insight into methotrexate neurotoxicity?,
Q89965809,"Rheumatoid Arthritis Patients, Both Newly Diagnosed and Methotrexate Treated, Show More DNA Methylation Differences in CD4+ Memory Than in CD4+ Naïve T Cells",
Q81412902,Preservation of tubal function following methotrexate treatment for ectopic pregnancy,
Q91680800,Novel methotrexate prodrug-targeted drug delivery system based on PEG-lipid-PLA hybrid nanoparticles for enhanced anticancer efficacy and reduced toxicity of mitomycin C,
Q43922297,[Experiences with 6-mercaptopurine and methotrexate in primary chronic polyarthritis and other collagen diseases],
Q70962625,"[6-Mercaptopurine and methotrexate, rational use in sight after 35 years?]",
Q41919866,Treatment of rheumatoid arthritis with methotrexate alone and in combination with other conventional DMARDs using the T2T strategy. A cohort study.,
Q34065294,Urinary coproporphyrin I/(I + III) ratio as a surrogate for MRP2 or other transporter activities involved in methotrexate clearance,
Q42829465,Purine salvage rescue by xanthine-guanine phosphoribosyltransferase (XGPRT) potentiates methotrexate resistance conferred by transfer of a mutated dihydrofolate reductase gene.,
Q44407800,[Bone marrow aplasia in rheumatoid polyarthritis treated with low-dose methotrexate],
Q42448296,Assessment of brain perfusion by 99mTc-HMPAO SPECT in akinetic mutism due to high-dose intravenous methotrexate therapy.,
Q51082415,Developing population pharmacokinetic parameters for high-dose methotrexate therapy: implication of correlations among developed parameters for individual parameter estimation using the Bayesian least-squares method.,
Q46518011,"Viable cervical pregnancy with levonorgestrel containing intrauterine device, treated successfully with methotrexate and mifepristone.",
Q48615436,RETRACTED ARTICLE: Safety and effectiveness of high-dose methotrexate (over 8 mg/week) in 2838 Japanese patients with rheumatoid arthritis: A postmarketing surveillance report.,
Q83311926,Four-way calibration applied to the simultaneous determination of folic acid and methotrexate in urine samples,
Q40487783,Methotrexate therapy of tubal pregnancy.,
Q40638300,A randomized trial of the effect of moistening misoprostol before vaginal administration when used with methotrexate for abortion.,
Q33710614,Low-Dose Systemic Methotrexate Therapy for Recalcitrant Alopecia Areata.,
Q48411594,"Methotrexate, folate and the brain.",
Q95333746,Pancytopenia after administration of intralesional methotrexate in a patient in hemodialysis program,
Q42572005,(1)H NMR-based metabolomic analysis for identifying serum biomarkers to evaluate methotrexate treatment in patients with early rheumatoid arthritis.,
Q53837569,"Intramatricial injections for nail psoriasis: An open-label comparative study of triamcinolone, methotrexate, and cyclosporine.",
Q38391212,"A Phase 1 Dose-Escalation Study of ASP2409, a Selective T-Cell Costimulation Inhibitor, in Stable Rheumatoid Arthritis Patients on Methotrexate Therapy.",
Q43238109,[Security of the combined treatment of methotrexate and leflunomide in patients with rheumatoid arthritis].,
Q41275875,Review article: methotrexate in gastroenterology--dangerous villain or simply misunderstood?,
Q49557849,Uterine artery embolization combined with local infusion of methotrexate and 5- fluorouracil in treating ectopic pregnancy: A CONSORT-compliant article.,
Q44562505,[Treatment of pityriasis lichenoides et varioliformis acuta with methotrexate],
Q61448587,The value of the simplified RAMRIS-5 in early RA patients under methotrexate therapy using high-field MRI,
Q50148709,A novel combination of astilbin and low-dose methotrexate respectively targeting A2AAR and its ligand adenosine for the treatment of collagen-induced arthritis.,
Q53911939,Radiological and clinical results of longterm treatment of rheumatoid arthritis with methotrexate and azathioprine.,
Q41743704,"Adjuvant chemoendocrine therapy in postmenopausal breast cancer: cyclophosphamide, methotrexate, and fluorouracil dose and schedule may make a difference. International Breast Cancer Study Group.",
Q40618352,Methotrexate revisited.,
Q39209300,Using a Bedside Algorithm to Individually Dose High-dose Methotrexate for Patients at Risk for Toxicity.,
Q53640726,Construction of pH-sensitive lysozyme/pectin nanogel for tumor methotrexate delivery.,
Q36248125,Recommendations for the use of parenteral methotrexate in rheumatology.,
Q107162400,The folate antagonist methotrexate diminishes replication of the coronavirus SARS-CoV-2 and enhances the antiviral efficacy of remdesivir in cell culture models,
Q98281734,"Adalimumab and methotrexate affect the concentrations of regulatory cytokines (interleukin-10, transforming growth factor-β1, and interleukin-35) in patients with plaque psoriasis",
Q55140218,Methotrexate Therapy in Rheumatic Disease.,
Q46461004,Methotrexate preconditioning allows sufficient engraftment to confer drug resistance in mice transplanted with marrow expressing drug-resistant dihydrofolate reductase activity.,
Q40739763,[High-dose methotrexate with citrovorum factor rescue in the treatment of malignant tumors (author's transl)],
Q46281807,Determination of L- and D-enantiomers of methotrexate using amperometric biosensors.,
Q80626677,Methods to enhance the safety of methotrexate prescribing,
Q54695282,Effect of folic acid supplementation on the efficacy of methotrexate treatment in rheumatoid arthritis: comment on the article by Khanna et al.,
Q36239295,Methotrexate as an oral corticosteroid-sparing agent in severe asthma: the emergence of a responder asthma endotype.,
Q41257017,Effect of Methotrexate on an In Vitro Patient-Derived Model of Proliferative Vitreoretinopathy,
Q100417668,Paraneoplastic acute exudative polymorphous vitelliform maculopathy improved with intravitreal methotrexate,
Q49967375,Evaluation of Protective Effects of Bioactive Phytochemicals Against Methotrexate in Salmonella typhimurium TA1535/pSK1002 Coupled with Micronucleus Assay.,
Q48224244,Association between MTHFR microRNA binding site polymorphisms and methotrexate concentrations in Chinese pediatric patients with acute lymphoblastic leukemia.,
Q42064835,"Combination chemotherapy with methotrexate, adriamycin, cyclophosphamide and CCNU (MACC) for nonsmall cell lung cancer. 4-year experience with 92 patients.",
Q40836570,High dose methotrexate with citrovorum factor in adult resistant lymphoma.,
Q85639456,Methotrexate induces germ cell apoptosis and impairs spermatogenesis in a rat,
Q90753848,Pulmonary Intravascular Large B-cell Lymphoma in a Patient Administered Methotrexate for Rheumatoid Arthritis,
Q47135834,Low-dose methotrexate in myeloproliferative neoplasm models.,
Q53651860,"A pilot study of the safety and efficacy of dexamethasone, ifosfamide, methotrexate and gemcitabine chemotherapy for natural killer/T-cell lymphoma.",
Q43528569,Poly (L-lysine) and poly (D-lysine) conjugates of methotrexate: different inhibitory effect on drug resistant cells.,
Q41649595,Reversal of methotrexate resistance in human squamous carcinoma cells by SQM1-liposome.,
Q85318319,Determinants of erythrocyte methotrexate polyglutamate levels in rheumatoid arthritis,
Q84530707,Metronomic cyclophosphamide and methotrexate for breast cancer: enhanced efficacy by adding dalteparin and low-dose prednisone?,
Q52937982,Approaching an individual methotrexate regimen in leptomeningeal carcinomatosis.,
Q47212520,Predicting success of methotrexate treatment by pretreatment HCG level and 24-hour HCG increment.,
Q53744589,[Methotrexate in ectopic pregnancy is almost allowed!].,
Q96229265,Methotrexate based oral chemotherapy for advanced oral cancer during COVID-19 pandemic: Another option in the therapeutic armamentarium,
Q91881843,Squamous Cell Lung Cancer: Methotrexate Withdrawal Induced Spontaneous Regression of Liver Metastases,
Q41132578,"Use of methotrexate, vinblastine, adriamycin, and cisplatin in combination with radiation and hyperthermia as neo-adjuvant therapy for bladder cancer.",
Q28332783,Fulminant hepatic failure induced by intermediate dose methotrexate in a case of non-Hodgkin's lymphoma,
Q54053581,Multidose methotrexate treatment of cervical pregnancy.,
Q88991057,Severe methotrexate toxicity after treatment for ectopic pregnancy: A case report,
Q41260849,The reproducibility and use of the tritiated folic acid urinary excretion test as a measure of folate absorption in clinical practice: effect of methotrexate on absorption of folic acid.,
Q40805669,Postoperative results of rheumatoid arthritis patients on methotrexate at the time of reconstructive surgery of the hand.,
Q48179213,Blood-brain barrier disruption and methotrexate in the treatment of a readily transplantable intracerebral osteogenic sarcoma of rats.,
Q81557744,Synergistic interaction between methotrexate and a superoxide dismutase mimetic: pharmacologic and potential clinical significance,
Q40353155,"Clinical benefit of 1-year certolizumab pegol (CZP) add-on therapy to methotrexate treatment in patients with early rheumatoid arthritis was observed following CZP discontinuation: 2-year results of the C-OPERA study, a phase III randomised trial.",
Q74788507,"A phase II trial of carboplatin, methotrexate and fluorouracil in fluorouracil-pretreated colorectal cancer",
Q77590649,Cavitary lung tuberculosis in a rheumatoid arthritis patient treated with low-dose methotrexate and steroid pulse therapy,
Q44765475,Mitoxantrone and methotrexate chemotherapy with and without mitomycin C in the regional treatment of locally advanced breast cancer.,
Q83580172,When a fetus survives methotrexate exposure,
Q69772994,"Treatment of advanced colorectal carcinoma with actinomycin D, vincristine, methyl-CCNU, and methotrexate",
Q46574188,[Individual monitoring of thiopurine and methotrexate treatment].,
Q38054761,Methotrexate on a 21-day cycle for low-risk gestational trophoblastic neoplasia.,
Q50532799,Cord blood transplantation from unrelated donors for children with acute lymphoblastic leukemia in Japan: the impact of methotrexate on clinical outcomes.,
Q46671852,"Production of Methotrexate antiserum in rabbits: the significance of immunogen solubility, hapten content, and mode of administration of the antibody response.",
Q86057636,Efficacy of adalimumab and methotrexate combination therapy on generalized pustular psoriasis patients unresponsive to infliximab monotherapy due to anti-infliximab antibody development,
